image_path,label,ocr_text,caption,ocr_length,caption_length,similarity_score,error
E:\Project\Fake News Detection\images\real\1352.jpg,real,,a man sitting at a desk in an office,0,36,,
E:\Project\Fake News Detection\images\real\1372.jpg,real,"Maamq sy @tla 4ea niat, ffa [Ofvita' (GS1 3aq(35 55>1 31e71t4n] Tbni Fap 47 Glaijik 35713 TGi DKA- miefa: 03 &awqa787 (76TAT4D 56071",a man in white clothes speaking into microphones,132,48,-0.010338346,
E:\Project\Fake News Detection\images\real\1375.jpg,real,3 8 'Qu 7fja A4nt Stetce,the logo of the myanmar army,24,28,0.003119919,
E:\Project\Fake News Detection\images\real\1381.jpg,real,,gold prices in india,0,20,,
E:\Project\Fake News Detection\images\real\1387.jpg,real,"CirT 4T aiara (Ria = 2hca - 88 7137 7, si1fo , aisia 30 J1J Jil tat 34art TTaha [TUB3a , Kmien J 7lfoafafvv Iond 414C1B *nid Jey 5 aaai sonfraokg D Mlotkat iarton Jiar 4; Didle& Trtieiat; Maluildd 053Ji91o pnrep Gju aaratha 42 aMJr Tfodiatl dai",people holding signs in protest,244,31,-0.039993521,
E:\Project\Fake News Detection\images\real\139.jpg,real,6 M,a woman with a rash on her back,3,31,0.012264602,
E:\Project\Fake News Detection\images\real\1402.jpg,real,,a building with a fire in the middle of it,0,42,,
E:\Project\Fake News Detection\images\real\1404.jpg,real,Sos Toonule,a man holding a green flag in his hands,11,39,-0.034798767,
E:\Project\Fake News Detection\images\real\1408.jpg,real,,a large ship is in the water near a rocky shore,0,47,,
E:\Project\Fake News Detection\images\real\1415.jpg,real,,a flag flying in the wind in front of a tall building,0,53,,
E:\Project\Fake News Detection\images\real\1434.jpg,real,,two men sitting at a table with microphones,0,43,,
E:\Project\Fake News Detection\images\real\1437.jpg,real,"Traty077tn (n jacop 0to8 TI31 wrafo$ srn (47Rf4) %G1 4e 5lt4465(49nun to74 Jl UAthJmAciettnuaairritutt nauiofuldta 70"" =",the meeting room is full of people and a large screen,120,53,0.092312999,
E:\Project\Fake News Detection\images\real\1445.jpg,real,,chinese president xi xi waves to the crowd as he arrives at the opening ceremony for the 70th anniversary of the,0,112,,
E:\Project\Fake News Detection\images\real\1448.jpg,real,,a man in a suit and tie is walking,0,34,,
E:\Project\Fake News Detection\images\real\1456.jpg,real,LANKA EEETUeR,a sign that says happy new year,13,31,0.062915258,
E:\Project\Fake News Detection\images\real\1459.jpg,real,,bjp candidate raj singh addresses to supporters in lucknow,0,58,,
E:\Project\Fake News Detection\images\real\1471.jpg,real,Aion I-Rory F4 Eielus,a young girl in a blue shirt points at the camera,21,49,0.117797345,
E:\Project\Fake News Detection\images\real\1472.jpg,real,V,a close up of the head coach of the seattle seahawks,1,52,0.102430478,
E:\Project\Fake News Detection\images\real\1475.jpg,real,,a man in uniform is standing on the deck of a boat,0,50,,
E:\Project\Fake News Detection\images\real\1478.jpg,real,,a group of people standing next to a red suitcase,0,49,,
E:\Project\Fake News Detection\images\real\148.jpeg,real,"gFlf Trn GioaI1t AJRE , tafif4 M *IRH 9 4157 QRAY,47 T4J Rorl-Ror9 HRRGK &Iah au Gifes 65-<fNT Trir QnMIA *661,713 7Ia0 7417 7CRTT (20r6 7eF/87,7ena, D+l RTI7 Afrun (aiour)",the meeting was held in the village of bhaki,172,44,0.100160502,
E:\Project\Fake News Detection\images\real\1485.jpg,real,(4,a group of people standing around a man holding a mega mega mega mega mega mega mega mega mega mega mega,2,104,0.055091273,
E:\Project\Fake News Detection\images\real\1488.jpg,real,4871657 9,the logo of the bangladesh bank,9,31,0.059626885,
E:\Project\Fake News Detection\images\real\149.jpg,real,YINRT * Tmt-Roru t Ca [Sound z Audio Sound   Audio,the dignitariess of the national assembly committee at the inauguration ceremony,50,80,0.054982956,
E:\Project\Fake News Detection\images\real\1493.jpg,real,,a man stands in front of a burning car,0,38,,
E:\Project\Fake News Detection\images\real\1495.jpg,real,,two children sitting on the ground in front of a building,0,57,,
E:\Project\Fake News Detection\images\real\1498.jpg,real,Ul,a group of people holding up a sign,2,35,0.070254005,
E:\Project\Fake News Detection\images\real\1514.jpg,real,19 ULT,wales ' s jamie hensford celebrates his goal against ireland,6,60,0.068899319,
E:\Project\Fake News Detection\images\real\1516.jpg,real,"TOTHT XGT 3X70 ~ie RR, USt 6,46F oo ""JUGIUITIDG 4614747140: ""isfi, MTHJR5 Gfaara Aoeiet 36d3-o> JiAt",a man signing a document at a table,100,35,0.113710865,
E:\Project\Fake News Detection\images\real\1521.jpg,real,& Gqjckt (Galt ~gj $ Gvl< > JT .$13 Ta,a man standing next to a pile of bread,38,38,0.016423143,
E:\Project\Fake News Detection\images\real\1536.jpg,real,,two men in pink shirts and blue shirts,0,38,,
E:\Project\Fake News Detection\images\real\1556.jpg,real,,the city of beirut at night,0,27,,
E:\Project\Fake News Detection\images\real\1566.jpg,real,epal #xathnandu 'xBhutan India 'Bangladeshs,bjp leader ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram ram,43,86,0.37413305,
E:\Project\Fake News Detection\images\real\1569.jpg,real,"57pa""TSTst Emergency Department Tl^ atn",a group of men standing in front of a building,39,46,0.073313087,
E:\Project\Fake News Detection\images\real\1578.jpg,real,0 1 oiataitt . oiuarartsini EIn,the ipl trophy is displayed on the field,31,40,0.122190684,
E:\Project\Fake News Detection\images\real\1585.jpg,real,,a young boy stands in front of a house,0,38,,
E:\Project\Fake News Detection\images\real\1586.jpg,real,"ramim  #Rtu IKt+: P R[d""K7 '0Reae0ta Nuntnt [77t84 [ulkarutFtr= MAZTRTIrOTT 04rr#a7trr8rrt {jfrtrnionttT {70iit77JZtATRNo777n CGA AtTCZETTTTT} ~7ToI  Iam TA RTTF4h 7RE7 9et TRZTZ SATDAETSTRARDEE AM.778492406 64/*Kah 77T-OTITTINRATT{7T7It7 T7nC77T7SCTn aheduaf {V1echa TAne id {7u80anu ( 7742e JNAhc K5lind fhd 11784756$# 892t9+t44 Laedi 76477774 RRT 406a ONCTTIRTtTrei? OTR 7iI 6071 Jhe #fne Teeel OTRT~GTtIT Akst #98mn57 u*4 3[a 7a07615tgttttnT73 Alge Di 5733*2r46"" H jarE Hn FT RT77IT M7tart*07760TIireGwtT_Ttrtt7D JNJ I( 4critt FAnU 3Jurd579r77 SinTt 4en75ECTT 7N7T77TA47TITrn ~u< 0ITA Tu7enT FAT: 4tat4 Tulan @TTTIAntCaTR E Azc Itae9n 49l Hle Raueera 007lY arp Jntom #n 58T7 titYAZ Mn? TNITT Xitl4 9453120280441.70407 7M1~TidCN CMDAI-TZntnTFJ Wtan HAIDTTTun To be cnurd ;",a man with a beard and a white shirt,775,36,-0.026780881,
E:\Project\Fake News Detection\images\real\160.jpg,real,1 6 9i4184 N,a child with acis on her back,12,29,-0.017879084,
E:\Project\Fake News Detection\images\real\1604.jpg,real,,"the minister of the state of telangana, mr narayan narayannath",0,62,,
E:\Project\Fake News Detection\images\real\1608.jpg,real,,people are walking down the street in a crowded area,0,52,,
E:\Project\Fake News Detection\images\real\1620.jpg,real,0f4 afa h-Bangla PAK sfa ar Next,the pakistan cricket team with their trophy,32,43,0.360814244,
E:\Project\Fake News Detection\images\real\1622.jpg,real,,two men shaking hands in front of flags,0,39,,
E:\Project\Fake News Detection\images\real\1628.jpg,real,,a man and woman standing on a balcony,0,37,,
E:\Project\Fake News Detection\images\real\1632.jpg,real,,a man in a white shirt and black vest sitting on a bed,0,54,,
E:\Project\Fake News Detection\images\real\1634.jpg,real,paraz,a man in a blue shirt and hat,5,29,0.082542747,
E:\Project\Fake News Detection\images\real\1640.jpg,real,6 0i4n84; V,a baby in a hospital with the logo of the bangladesh health organization,11,72,0.0974788,
E:\Project\Fake News Detection\images\real\1642.jpg,real,Locu JQ acb aa 6 1 Xu TB,bangladesh cricket team captain ravian singh addresses to media after the match,24,79,0.106042549,
E:\Project\Fake News Detection\images\real\1666.jpg,real,ITCL PEPS RANA 45 33 afa 5 S1 P Shorey,pakistan ' s players celebrate after the dismissal,38,50,0.152884185,
E:\Project\Fake News Detection\images\real\167.jpg,real,,oil prices fall as us oil prices fall,0,37,,
E:\Project\Fake News Detection\images\real\1678.jpg,real,"R Sh< 23804160 3"" 778 ER (322164",a man standing at a podium with a microphone,32,44,0.053251132,
E:\Project\Fake News Detection\images\real\1679.jpg,real,,video of the meeting of the imam sheikh sheikh sheikh sheikh sheikh sheikh sheikh sheikh sheikh sheikh sheikh sheikh sheikh sheikh,0,130,,
E:\Project\Fake News Detection\images\real\168.jpeg,real,,a woman sitting at a desk with her head in her hands,0,52,,
E:\Project\Fake News Detection\images\real\1688.jpg,real,,police officers check the drugs seized by the police,0,52,,
E:\Project\Fake News Detection\images\real\169.jpg,real,,a woman in a green dress and a man in a black jacket,0,52,,
E:\Project\Fake News Detection\images\real\1693.jpg,real,VAB 53-13,a group of people standing around a table,9,41,0.011961669,
E:\Project\Fake News Detection\images\real\1697.jpg,real,,people are standing outside of a building at night,0,50,,
E:\Project\Fake News Detection\images\real\1701.jpg,real,314557,a yellow triangle sign with a black and red triangle on it,6,58,0.20488441,
E:\Project\Fake News Detection\images\real\1706.jpg,real,,a man sitting in a chair with a laptop,0,38,,
E:\Project\Fake News Detection\images\real\1715.jpg,real,,a gaven on a wooden table with a book and a gaven on the table,0,62,,
E:\Project\Fake News Detection\images\real\1727.jpg,real,,a woman in a white dress standing in front of a refrigerator,0,60,,
E:\Project\Fake News Detection\images\real\173.jpg,real,,a fire is seen in the middle of a street,0,40,,
E:\Project\Fake News Detection\images\real\1731.jpg,real,daI,a woman wearing a gold necklace and earrings,3,44,-0.045790829,
E:\Project\Fake News Detection\images\real\1745.jpg,real,,a white building with a flag on top,0,35,,
E:\Project\Fake News Detection\images\real\1749.jpg,real,Enera &u6 Ke Venc 21871 6338 Cs fat 16174,a man riding a bike past a building,41,35,-0.033634089,
E:\Project\Fake News Detection\images\real\1767.jpg,real,,a woman with her face covered in smoke,0,38,,
E:\Project\Fake News Detection\images\real\1787.jpg,real,,a family eating together,0,24,,
E:\Project\Fake News Detection\images\real\180.jpg,real,alcTG: DIft: 0y Gia: *<n Tala t GlBIt Acia (Gal *I,a man speaking at a press conference,50,36,-0.006492552,
E:\Project\Fake News Detection\images\real\1800.jpg,real,SHAJGOJ PRESENTS EID sale POND': naturale Deals worth falling for. pEaT AVENGER # 730 (Xr NOURECN OFF [TZ,a white pedestal with a pink background and a pink background with a white pedestal with a pink background and a,105,112,0.055540461,
E:\Project\Fake News Detection\images\real\1806.jpg,real,,a col of different desserts and desserts,0,40,,
E:\Project\Fake News Detection\images\real\1807.jpg,real,,a plate of fried meatballs with a side of salad,0,47,,
E:\Project\Fake News Detection\images\real\1810.jpg,real,TOYOTA Inocplsfd,"the new range includes a range of new models, including the range range range range range range range range range range range range range range range range range range range range range range range range range range range range",16,227,-0.068318591,
E:\Project\Fake News Detection\images\real\1817.jpg,real,87,the iphone 11 is a smartphone that can be used for a variety of applications,2,76,0.069925711,
E:\Project\Fake News Detection\images\real\1818.jpg,real,"Memorandum of Understanding (MoU) Between Dcpartment ol Patonts, IndustrialC Designs and Tradomorks (OPDT) Ministry of Industrics,Dhaka; Bangladosh BGMCA Universitv of Foshion & Technologv for the Establishmontofa Technology and Innovation Support Contro (TISC) Aptii2020@20Pm Tmuitouude",two men sitting at a table with a laptop,287,40,0.093413025,
E:\Project\Fake News Detection\images\real\1824.jpg,real,,a group of people standing in front of a whiteboard,0,51,,
E:\Project\Fake News Detection\images\real\1825.jpg,real,5OMA Night DIS Camera,the new smartphone is being displayed at the launch,21,51,0.197047293,
E:\Project\Fake News Detection\images\real\1829.jpg,real,343 Cerut @Mly 8rl @ak d1 347 343,a group of people standing in front of a building,33,49,0.029135659,
E:\Project\Fake News Detection\images\real\1841.jpg,real,daoruS GIGABYTE AVAILABLE NOW Aorus PRIMe 5 GAMING PC AMD: PYZEN Windows I1,the asus gaming pc with the logo on it,75,38,0.446794599,
E:\Project\Fake News Detection\images\real\1848.jpg,real,auguration CEREMONY,the ribbon cutting ceremony,19,27,0.4463588,
E:\Project\Fake News Detection\images\real\1850.jpg,real,46 VS LTE,a tree with the words love lite on it,9,37,0.007861547,
E:\Project\Fake News Detection\images\real\1853.jpg,real,,the chinese dance team performing a routine,0,43,,
E:\Project\Fake News Detection\images\real\1857.jpg,real,realme Raphinha realme Brand Ambassador,a man with a mohawk and a blue jacket,39,37,0.089547902,
E:\Project\Fake News Detection\images\real\1859.jpg,real,NOL Launching the all new Samsu Chest Freezer Samsung Chest Freezer Chesrisunger Grelnd Launching Samsung chestFreezer samsung Chest Freezer SOMSUNG Power 25PC Freeze,a group of people standing around a large sign,166,46,-0.06893792,
E:\Project\Fake News Detection\images\real\1861.jpg,real,p,the dignitariess of the national security service association and the national security service association at the inauguration ceremony,1,136,0.057263561,
E:\Project\Fake News Detection\images\real\1872.jpg,real,,the parliament chamber in new delhi,0,35,,
E:\Project\Fake News Detection\images\real\1907.jpg,real,,a woman is sleeping on her desk with her laptop,0,47,,
E:\Project\Fake News Detection\images\real\1925.jpg,real,Round IeeW  DEeiuseo00 Integrated Port andLogisties Davelopmonsta; aTrado-Drivel Bangladosh Oroankodo Dhaka Chambor of Commorc * Indlugtry (pech cne 00 Moy 7020,a group of people sitting at a table,160,36,0.016682843,
E:\Project\Fake News Detection\images\real\1930.jpg,real,,people walking on a dusty street in delhi,0,41,,
E:\Project\Fake News Detection\images\real\1933.jpg,real,BvonpijxF 7olne Drn Oodu,a person holding a cell phone with a bunch of social icons,24,58,0.120195195,
E:\Project\Fake News Detection\images\real\1959.jpg,real,427T777) aSTRT,the logo of the bangladesh bank,14,31,0.145578235,
E:\Project\Fake News Detection\images\real\1965.jpg,real,,a woman wearing a scarf and a scorpion,0,38,,
E:\Project\Fake News Detection\images\real\1979.jpg,real,ROCKSTAR,a man with dread dread dread dread dread dread dread dread dread dread dread dread dread dread dread dread dread dread,8,118,0.099190876,
E:\Project\Fake News Detection\images\real\1986.jpg,real,Ti5q 710521 7i9Gu a 0rdr Jamonipm,a man standing at a podium with balloons on the wall,33,52,0.077282444,
E:\Project\Fake News Detection\images\real\1988.jpg,real,1 { caql 41f15A Ti A1N 79r2t,the bangladesh air force logo,28,29,0.192437589,
E:\Project\Fake News Detection\images\real\1989.jpg,real,,a woman is shown with a bowl of chia seeds,0,42,,
E:\Project\Fake News Detection\images\real\1990.jpg,real,"Qirri""BET",a group of men sitting around a table,9,37,-0.022128165,
E:\Project\Fake News Detection\images\real\2001.jpg,real,GM EA,the logo for the company,5,24,0.375409424,
E:\Project\Fake News Detection\images\real\2014.jpg,real,GIGABYTE reddot winner 2026 gigab ue Aerd*16 GIGABYI 6iaof AeR0r9u#dou toe*rameyedtop Gigabyte Gaming 416 PrO efs Feols Waror ~oris (scpercc Rur509d InfINTY AMFI,gig gig gig gig gig gig gig gig gig gig gig gig gig gig gig gig gig gig gig gig gig,161,83,0.492837161,
E:\Project\Fake News Detection\images\real\2023.jpg,real,"841+ 335 2011 8 TK7Ic-| <aiiyt A4taT 3oo Mrat Kaneana HI[ # 04i2-Tce8 ""ELeM- 7i6 FpA Tor TuA GRM4IIA 4*Trad AXtY AeTn - 7147? Ate Aaae Qr SLZTG gh 158 {07GR(1 5mt) Tlolr ( 314, 1r1-Jon? ctG 10sT7 HEADNi 353 tteln ( 'hat %",the meeting held in the city of lucknow,221,39,0.239925861,
E:\Project\Fake News Detection\images\real\2025.jpg,real,Tuenadby Iok o AP,a man with glasses and a mustache,17,33,-0.007500298,
E:\Project\Fake News Detection\images\real\203.jpg,real,World Health Orcanizetici,a sign that says world health organization,25,42,0.537136614,
E:\Project\Fake News Detection\images\real\2031.jpg,real,,"anura and her husband, who is also a father",0,43,,
E:\Project\Fake News Detection\images\real\2034.jpg,real,,a man standing at a podium with a crowd behind him,0,50,,
E:\Project\Fake News Detection\images\real\2043.jpg,real,,a couple sitting on a couch in a courtyard,0,42,,
E:\Project\Fake News Detection\images\real\2047.jpg,real,,a group of men standing on a sidewalk,0,37,,
E:\Project\Fake News Detection\images\real\2053.jpg,real,,a man in a white shirt and tie,0,30,,
E:\Project\Fake News Detection\images\real\206.jpg,real,,guru nana,0,9,,
E:\Project\Fake News Detection\images\real\2067.jpg,real,"718&TTQT SIEA 325137 593 32075 ZZN 33r-7 5T6FZ w W ibir. or 9.bd 3f YZZ G3, 69E T4l Gla 8 J07 *(5 978 5j **7077 6t? (GIZI(D70 977fiz 0fS 817313 J171 >37 G1(E303T >2177 CI (T9T :TTTET: 2656) 3",a man standing next to a sign that says ' india ',191,49,0.027222782,
E:\Project\Fake News Detection\images\real\2098.jpg,real,#tif S;SGJ7R WLU 7ea Ztezn Tettarf @,the pakistan - pakistan peace rally in islamabad,36,48,0.108843975,
E:\Project\Fake News Detection\images\real\210.jpeg,real,"Od~ Re-thinking Unmet Healthcare Needs and Dynamics of Out-of Pocket (OOP) Expenditure Bangladesh Cnacues Drolerom Anshed Hahmud Tlunui Speakei Ahdur Anzzaquc Sarket PratoFDT Wuhiduddin Mohmud 6n3n30z6 au 0 Es Conkrtnecen Snot afanf4 LE)vice Eh] #UnT h Chi""te",the meeting room of the punjab board of trusteess,259,49,0.097439043,
E:\Project\Fake News Detection\images\real\2106.jpeg,real,,a woman in a red dress standing against a wall,0,46,,
E:\Project\Fake News Detection\images\real\2110.jpg,real,,a group of people are gathered around a red carpet,0,50,,
E:\Project\Fake News Detection\images\real\2118.jpg,real,,a man in a suit and tie with a poppy on his lap,0,47,,
E:\Project\Fake News Detection\images\real\2140.jpg,real,"allolol (Olfaeidipu u1ili, 913 Ser fauich entk 2695) (e TNG* Ralld, ( ( hude Udll aiS1RI"" (751",prime person person addresses during a rally in new delhi on sunday pti photo,94,77,0.135511175,
E:\Project\Fake News Detection\images\real\2147.jpg,real,SANA SAFINAZ SANA SAFINAZ NCI 4 V;AcD SAA SE,a group of people standing in front of a store,44,46,-0.002532333,
E:\Project\Fake News Detection\images\real\2149.jpg,real,,a woman in a dress standing in front of a tree,0,46,,
E:\Project\Fake News Detection\images\real\215.jpg,real,,a group of people sitting in chairs in a room,0,45,,
E:\Project\Fake News Detection\images\real\2161.jpg,real,Qicl Ictaa 37102715,a man speaking at a press conference,19,36,0.112825088,
E:\Project\Fake News Detection\images\real\2163.jpg,real,,a woman in a black and white photo,0,34,,
E:\Project\Fake News Detection\images\real\2166.jpg,real,,the cast of the show celebrates with coning coning coning coning coning coning coning coning coning coning con,0,110,,
E:\Project\Fake News Detection\images\real\2175.jpg,real,,a man with a beard and sunglasses,0,33,,
E:\Project\Fake News Detection\images\real\2178.jpg,real,4,the logo for the rock band,1,26,0.079633877,
E:\Project\Fake News Detection\images\real\218.jpg,real,77 087770777v47 % 807 IS770 JIball $G1 8 (713I Tqol,a group of people sitting at a table,51,36,0.08100789,
E:\Project\Fake News Detection\images\real\219.jpeg,real,Romnd Tebola Discusslon IntegratedPortandLogistfcs Developmentio; aTrado-Driven Bangladesh Orgonized bM Dhaka Chamber of Commerce & Industry (Dcci) Eotttt Dldt,a group of people sitting at a table,159,36,0.047026638,
E:\Project\Fake News Detection\images\real\2190.jpg,real,,the man is being carried on the bus by his friends,0,50,,
E:\Project\Fake News Detection\images\real\2197.jpg,real,,video no more than thandul thandul thandul thandul thandul thandul thandul thandul thandul thandul thandul thandul,0,114,,
E:\Project\Fake News Detection\images\real\2200.jpg,real,THE NEW ERAOFORIVING Nal PROUD TO BE ^ PART OF The3YDFAMILY,the new era drive at the auto show,59,34,0.250374913,
E:\Project\Fake News Detection\images\real\2202.jpg,real,,a lot of cars,0,13,,
E:\Project\Fake News Detection\images\real\2212.jpg,real,[PALLUANEBANGLADESH KNOWLEDGE CoRRIdoR EDUCATIONEXPO,a group of people sitting around a table,52,40,0.006335211,
E:\Project\Fake News Detection\images\real\2215.jpg,real,"3710 aia DAY WNOILiR 43015167 ""48 & Ifa 96 8lf7 TTrT 8 TT 90-4*40 *",bang bang bang bang bang bang bang bang bang bang bang bang bang bang bang bang bang bang bang bang bang,67,104,-0.025298461,
E:\Project\Fake News Detection\images\real\2231.jpg,real,,a man in a wheelchair being assisted by a group of people,0,57,,
E:\Project\Fake News Detection\images\real\2240.jpg,real,CBZ,a man is being arrested by police officers,3,42,0.04048796,
E:\Project\Fake News Detection\images\real\2256.jpg,real,RESTECI,crazno celebrates his goal against spain,7,40,0.062343381,
E:\Project\Fake News Detection\images\real\2261.jpg,real,tlka16,the logo of the bangladesh government,6,37,0.102402747,
E:\Project\Fake News Detection\images\real\2269.jpg,real,,two women hugging each other women,0,34,,
E:\Project\Fake News Detection\images\real\2278.jpg,real,JAISWAL 64 RAHUL 7 Plle aelle,"india vs england 2nd test, day 3, day 3",29,39,0.204188704,
E:\Project\Fake News Detection\images\real\2283.jpg,real,DuSTICE In JULV; CcrE] I 7rl R,a man sitting at a desk with a computer,30,39,0.132964283,
E:\Project\Fake News Detection\images\real\229.jpg,real,"(u3cTil TM Tiga Ftol E7 07"""""" PTAT1T S94 @ 7018gv 07i5V 01305 937 759 , oet Ta Iecd Ea Gu",a man is riding a cart with a sign on it,89,40,0.036700144,
E:\Project\Fake News Detection\images\real\2293.jpg,real,902 Sherves 900,a large white plane,15,19,0.215311453,
E:\Project\Fake News Detection\images\real\2319.jpg,real,4971T57 9,"a roll of money with the words, ' money roll '",9,46,-0.03248474,
